Entry,status,embl_xref,embl_protein_id
P53598,ok,X94335,CAA64059.1
O28098,ok,AE000782,AAB89067.1
Q58643,ok,L77117,AAB99250.1
O26663,ok,AE000666,AAB85069.1
O67547,ok,AE000657,AAC07509.1
A1CND4,ok,DS027059,EAW07155.1
P45704,ok,U15984,AAA50863.1
Q9ZFM2,ok,DQ868502,ABI49941.1
A1CCL9,ok,DS027050,EAW12276.1
P11559,ok,X07793,CAA30633.1
Q58252,ok,L77117,AAB98847.1
P11560,ok,X07794,CAA30635.1
Q2TYT2,efetch_failed,BA000056,BAE65591.1
P07955,ok,Y00158,CAA68353.1
B3EEJ7,ok,CP001097,ACD90807.1
P12971,ok,J03375,AAA72197.1
P30770,ok,Z14314,CAA78670.1
Q30YP7,ok,CP000112,ABB39199.1
Q0T1X7,ok,CP000266,ABF04688.1
A1VEI5,ok,CP000527,ABM28851.1
Q7N4V5,ok,BX571866,CAE14502.1
P37337,ok,M86348,AAB63429.1
X5CY81,ok,KJ020540,AHW42445.1
Q51973,ok,U24215,AAB62284.1
A9BJ15,efetch_failed,CP000879,ABX32503.1
A5FSN4,ok,CP000688,ABQ16754.1
C0ZXQ0,ok,AP008957,BAH33135.1
A9WH99,ok,CP000909,ABY35611.1
B0CAI3,ok,CP000828,ABW29049.1
B0JMT8,ok,AP009552,BAG00102.1
B8HVB6,ok,CP001344,ACL44568.1
A4QDU2,efetch_failed,AP009044,BAF54389.1
B2S0W8,ok,CP000048,AAX17124.1
O05278,ok,U77617,AAB51345.1
Q1J2C9,ok,CP000359,ABF44355.1
B9L5W5,ok,CP001279,ACM93262.1
B5FAX9,ok,CP001139,ACH65762.1
A8F8T5,ok,CP000812,ABV34569.1
P23904,ok,X55959,CAA39426.1
P45798,ok,U04836,AAA60459.1
Q9FDL4,ok,AF212041,AAG02155.1
P37073,ok,M84339,AAA22265.1
Q15R61,efetch_failed,CP000388,ABG41627.1
O14412,ok,U63813,AAD04192.1
P14892,ok,X13524,CAA31877.1
P17989,ok,M33676,AAA24896.1
P82974,ok,Z14002,CAA78390.2
O05213,ok,AB002150,BAA19500.1
P44624,ok,L42023,AAC21965.1
A0Q1A0,ok,CP000382,ABK60589.1
Q2YVT4,ok,AJ938182,CAI80102.1
B9LS20,ok,CP001365,ACM57894.1
B6ER81,ok,FM178380,CAQ81211.1
Q8K937,ok,AE013218,AAM68064.1
C4L2Y4,ok,CP001615,ACQ71258.1
P18798,ok,M90050,AAB62393.2
P27354,ok,X55394,CAA39069.1
Q53563,ok,S81887,AAB21393.1
P39104,ok,X76058,CAA53658.1
P22869,ok,M90050,AAB62392.3
E9Q3L2,ok,BC049252,AAH49252.1
Q8SQY7,ok,AL590450,CAD25955.2
Q49GP3,ok,AY929293,AAY16568.1
Q9UW20,ok,AF167163,AAD51410.1
P80653,ok,AF042381,AAC38331.1
O32864,ok,Y14428,CAA74768.1
P22868,efetch_failed,M90050,AAB62391.2
P80651,ok,AF042381,AAC38330.1
Q9KJX5,ok,AF157621,AAF80345.1
Q58261,ok,L77117,AAB98856.1
Q6LWZ3,ok,BX950229,CAF31117.1
A1YYW7,ok,EF143994,ABL96598.1
K4LAH1,ok,EF616488,ABU39826.1
Q05205,ok,X56656,CAA39978.1
Q97K22,ok,AE001437,AAK79073.1
Q7VM70,ok,AE017143,AAP95990.1
Q8D308,ok,BA000021,BAC24339.1
Q4JW20,ok,CR931997,CAI36987.1
Q65G95,ok,AE017333,AAU41919.1
P19595,ok,U20345,AAB71613.1
P38709,ok,U11582,AAB65065.1
P35482,efetch_failed,AF047381,AAC04870.1
Q16851,ok,U27460,AAB05640.1
P08800,ok,Y00145,CAA68340.1
Q19821,ok,BX284603,CCD65751.1
P44783,ok,L42023,AAC22277.1
Q9H300,ok,AF197937,AAG28519.1
P53259,ok,Z72886,CAA97104.1
P60809,ok,BX842652,CAE80307.1
Q59KI0,efetch_failed,CP017630,AOW31202.1
Q2NQH3,ok,AP008232,BAE75602.1
O13629,ok,AB004537,BAA21417.1
Q9Y9E6,ok,BA000002,BAA81354.1
Q9HKT1,ok,AL445064,CAC11654.1
Q9ZBM2,ok,AL035159,CAA22696.1
Q58609,ok,L77117,AAB99214.1
F4HXY7,ok,AC007591,AAD39639.1
P75394,ok,U00089,AAB96097.1
O94584,ok,CU329672,CAA21446.2
P34763,ok,L25118,AAA17549.1
Q6C7G2,ok,CR382131,CAG78979.1
Q553B6,ok,AAFI02000013,EAL69682.2
Q8ILW6,ok,LN999946,CZT99838.1
Q75EK2,ok,AE016814,AAS50442.1
Q5WLY2,ok,AP006627,BAD62593.1
Q9Z8R5,ok,AE001363,AAD18422.1
P39823,efetch_failed,D38022,BAA07225.1
A5EXE3,ok,CP000513,ABQ14104.1
O84191,ok,AE001273,AAC67780.1
Q00393,ok,X61201,CAA43498.1
P19499,ok,J02914,AAA72190.1
Q60341,ok,L77117,AAB98011.1
P80490,ok,Y13763,CAA74093.1
P80491,ok,Y13763,CAA74092.1
O35025,ok,AB007637,BAA22753.1
C5BU64,efetch_failed,CP001614,ACR12683.1
Q50973,ok,U42459,AAB03207.2
P50191,ok,X85374,CAA59692.1
P50183,ok,U06074,AAA53238.1
P11405,ok,X14191,CAA32394.1
Q8GXT2,ok,AC004521,AAC16093.1
B8MXP5,ok,EQ963472,EED57137.1
Q7EXZ4,ok,AP005816,BAD10672.1
O64882,ok,AC004521,AAC16094.1
O32231,ok,AL009126,CAB15366.1
Q9CH00,ok,AE005176,AAK05040.1
A5UFG3,ok,CP000672,ABQ99518.1
Q9WZI1,ok,AE000512,AAD35804.1
A1SWZ6,ok,CP000510,ABM04011.1
P08432,ok,J02777,AAA34829.1
P00860,ok,X07392,CAA30301.1
B3H5Q1,efetch_failed,AC009525,AAF02882.1
Q8S3N2,ok,AF480882,AAL87201.1
P27121,ok,M68970,AAA33605.1
P27116,ok,M81192,AAA29259.1
Q0APM5,ok,CP000449,ABI65762.1
Q1IY56,ok,CP000359,ABF45828.1
Q1GTB8,ok,CP000356,ABF53104.1
Q2S2F5,ok,CP000159,ABC46272.1
Q5M8L0,ok,BC087978,AAH87978.1
Q08930,ok,Z73547,CAA97904.1
Q8GWE1,ok,Z97343,CAB10531.1
A9IU29,efetch_failed,AM902716,CAP43492.1
A8XDJ2,ok,HE600985,CAP30711.1
Q6GQQ9,ok,AL590487,CAI12651.1
Q11T17,ok,CP000383,ABG59446.1
B5YFL3,ok,CP001146,ACI18395.1
Q0VRJ9,ok,AM286690,CAL16199.1
Q5FQC6,ok,CP000009,AAW61420.1
O30444,ok,AF006000,AAC46263.1
Q67LD9,ok,AP006840,BAD41507.1
C0ZZ46,ok,AP008957,BAH33631.1
Q8FQQ3,ok,BA000035,BAC17876.1
A1KRR2,ok,AM421808,CAM09541.1
Q9XBL1,ok,AE017194,AAS39089.1
P57098,ok,AL157959,CAM08628.1
P42100,ok,AB005554,BAA21580.1
Q9VQC4,ok,AE014134,AAF51252.1
P77364,ok,U89279,AAB93855.1
Q54TC9,ok,AAFI02000043,EAL66470.1
Q1HRV8,ok,CH477478,EAT40247.1
Q53WG6,efetch_failed,AP008227,BAD71991.1
P49191,ok,FO080386,CCD63356.1
Q555E8,ok,AAFI02000012,EAL70227.1
Q54CJ4,ok,AAFI02000197,EAL60997.1
E9DFH0,ok,GL636503,EFW14827.1
B2UQG6,ok,CP001071,ACD04701.1
Q04786,ok,L04544,AAA27527.1
Q8WSF3,ok,AE013599,AAM68691.2
Q12036,ok,Y16253,CAA76138.1
B2UP57,ok,CP001071,ACD05828.1
Q9ZB79,ok,L43967,AAC71438.1
A1YCA5,ok,DQ904035,ABI83656.1
P29035,ok,D10663,BAA01514.1
B1AJ32,ok,CP000942,ACA33270.1
P20126,ok,J04374,AAA43039.1
Q0DXS3,ok,AP008208,BAF09965.1
A4PBP6,ok,AB254451,BAF49639.1
O33336,efetch_failed,AL123456,CCP45593.1
P00585,ok,V00642,CAA23991.1
P57487,ok,BA000003,BAB13110.1
Q9I733,ok,AE004091,AAG03489.1
P25736,ok,X65169,CAA46287.1
Q89AD7,ok,AE016826,AAO27086.1
P26295,ok,X17241,CAA35106.1
Q9LNE4,ok,AC024174,AAF80125.1
P26420,ok,X61004,CAA43322.1
P22824,ok,M76768,AAA27556.1
P40713,ok,X81461,CAA57218.2
P27696,ok,M73842,AAA25079.1
Q7U5G1,ok,BX569693,CAE08261.1
P08142,ok,X02541,CAA26387.1
Q89AP7,ok,AE016826,AAO26940.1
Q0J8G4,efetch_failed,AP004566,BAD09515.1
P42463,ok,L09232,AAA62429.1
Q9X0Y2,ok,AE000512,AAD36330.1
Q82DR2,ok,BA000030,BAC72619.1
P14909,ok,X16505,CAA34514.1
O58489,ok,BA000001,BAA29863.1
P85101,no_embl_cds_xref,,
O69689,ok,AL123456,CCP46548.1
P84786,no_embl_cds_xref,,
P10297,ok,X55383,CAA39054.1
P22244,ok,M62905,AAA32950.1
Q5F0I3,ok,AY075115,AAL82822.2
P32791,ok,M86908,AAA34608.1
O94727,ok,CU329671,CAA17033.1
Q12473,ok,Z47973,CAA88006.1
Q5A446,ok,CP017626,AOW29307.1
P00365,ok,S66039,AAB28355.1
P27346,ok,M65250,AAA62756.1
E1V4J5,ok,FN869568,CBV42933.1
P50735,ok,L47648,AAC83953.1
P33327,ok,S66436,AAB20327.1
Q08908,efetch_failed,Z75292,CAA99716.1
O28949,ok,AE000782,AAB89925.1
Q2FL30,ok,CP000254,ABD41319.1
A8AC69,ok,CP000816,ABU82521.1
Q5V1K0,ok,AY596297,AAV46602.1
Q8BMZ5,ok,AK003757,BAC25051.1
B6YXU4,ok,CP000855,ACJ16907.1
B0R7C0,ok,AM774415,CAP14639.1
Q3IU70,ok,CR936257,CAI48313.1
Q12X51,ok,CP000300,ABE51975.1
Q4L750,ok,AP006716,BAE04525.1
O26805,efetch_failed,AE000666,AAB85214.1
Q6LX40,ok,BX950229,CAF31069.1
P63478,ok,BA000017,BAB57601.1
Q5YP02,ok,AP006618,BAD60089.1
Q9AIK2,ok,AF269148,AAK38118.1
Q54VL5,ok,AAFI02000035,EAL67360.1
Q92VC1,ok,AL591985,CAC49187.1
Q6LPX9,ok,CR378670,CAG20647.1
P18407,ok,J02927,AAA33556.1
Q9KM72,ok,AE003853,AAF96419.1
P17556,efetch_failed,M33298,AAA22210.1
P69808,ok,U00096,AAC75446.1
P44714,ok,L42023,AAC22105.1
P75039,ok,U00089,AAB95725.1
A6Q826,ok,AP009179,BAF71635.1
P69816,ok,U00006,AAC43056.1
Q043A6,ok,CP000413,ABJ60466.1
Q1QA56,ok,CP000323,ABE75447.1
B0RZ30,ok,AM920689,CAP53716.1
Q1WTX2,ok,CP000233,ABD99640.1
A8Z5R9,ok,CP000770,ABS30470.1
Q9ZEZ5,ok,AJ006877,CAA07298.1
B5ENJ2,ok,CP001132,ACH83026.1
P53961,ok,Z71314,CAA95905.1
Q3IJS5,ok,CR954246,CAI87927.1
Q04082,ok,U33007,AAB64854.1
P30126,efetch_failed,U00096,AAC73182.1
O64792,ok,AC004255,AAC13913.1
Q756D4,ok,AE016818,AAS53013.1
Q057N9,ok,CP000263,ABJ90660.1
Q1LTT4,ok,CP000238,ABF13817.1
Q8D2T0,ok,BA000021,BAC24420.1
A2C2B2,ok,CP000553,ABM75622.1
Q9Z520,ok,AL939110,CAB38135.1
Q00598,ok,X66372,CAA47015.1
Q9S9P8,ok,AC009917,AAF19753.1
P21890,ok,X72394,CAA51088.1
Q44532,ok,L36319,AAA83029.1
P32363,efetch_failed,X63290,CAA44924.1
P20805,ok,M58415,AAA62803.1
Q93RE3,ok,AB049339,BAB61060.1
Q6FMT6,ok,CR380957,CAG61419.1
Q04831,ok,M96798,AAA02583.1
Q46856,ok,U28377,AAA69178.1
Q09179,ok,CU329670,CAB11660.1
Q24857,ok,Z48752,CAA88639.1
P27250,ok,M96355,AAA72122.1
P25377,ok,X59720,CAA42237.1
P75691,ok,U73857,AAB18051.1
Q941Z0,ok,AP003683,BAB64708.1
Q42688,efetch_failed,U46207,AAB01817.1
P9WHH7,ok,AL123456,CCP46122.1
Q9LK88,ok,AP000371,BAB02535.1
Q8CHK7,ok,AB055403,BAC53985.1
Q02BT1,ok,CP000473,ABJ81485.1
Q941Y8,ok,AP003683,BAB64710.1
A7Z4X0,ok,CP000560,ABS74046.1
Q5SKS4,ok,AP008226,BAD70392.1
P40134,ok,L42023,AAC22262.1
A9KET6,ok,CP000733,ABS77967.2
O69199,ok,AJ223730,CAA11532.1
Q59119,ok,X95881,CAA65130.1
Q65JE7,ok,CP000002,AAU23458.1
J7QLC0,ok,Y00545,CAA68613.1
Q8PU59,ok,AF228525,AAF65735.1
Q05766,ok,M68901,AAA25532.1
F1SVE0,ok,AF228525,AAF65738.1
Q8PU60,ok,AF228525,AAF65736.1
F1SVE4,ok,AF228525,AAF65734.1
F1SVE1,ok,AF228525,AAF65742.1
Q7N8S4,ok,BX571861,CAE12939.1
A6VMR4,ok,CP000746,ABR74261.1
Q9JW21,ok,AL157959,CAM07850.1
Q8XZZ5,ok,AL646052,CAD14952.1
B4HEM4,ok,CH480815,EDW42181.1
B0G0Y8,ok,AY162269,AAN78319.1
Q28263,ok,Z68340,CAA92763.1
P04972,ok,X04823,CAA28507.1
Q7VLN8,efetch_failed,AE017143,AAP96197.1
B4G4E5,ok,CH479179,EDW24493.1
A9A215,ok,CP000866,ABX12428.1
B9LQ94,ok,CP001365,ACM57515.1
A0RUP0,ok,DP000238,ABK77057.1
E1QUT8,ok,CP002100,ADN49941.1
Q6LTX5,ok,CR378665,CAG19250.1
D9PZU4,ok,CP001742,ADL18582.1
Q8DF91,ok,AE016795,AAO08857.1
D4AV38,ok,ABSU01000012,EFE32960.1
C6DCX9,ok,CP001657,ACT14304.1
A5FC71,ok,CP000685,ABQ07199.1
Q7N9Y1,ok,BX571859,CAE12465.1
L0TC47,ok,AL123456,CCP46018.1
Q8UA46,ok,AE007870,AAK89868.1
B4RXT2,ok,CP001103,AEA97917.1
Q987X5,ok,BA000012,BAB53075.1
A2BPX4,ok,CP000551,ABM69835.1
Q7VD93,ok,AE017126,AAP99535.1
B5ZTF5,ok,CP001191,ACI56991.1
Q9KEZ3,ok,BA000004,BAB04425.1
O74716,ok,Y16969,CAA76570.1
A1TND7,ok,CP000512,ABM32475.1
O43097,ok,U35436,AAB94633.1
Q12562,ok,AF011782,AAC39487.1
E7EF85,ok,HQ680966,ADV31286.1
Q12667,ok,X91858,CAA62969.1
Q839J7,ok,AE016830,AAO80042.1
Q9BZ23,ok,EU595875,ACD11492.1
A7IHN7,ok,CP000781,ABS67530.1
E3WPP8,ok,ADMH02002104,ETN59038.1
A2RK41,ok,AM406671,CAL97651.1
Q1D9X8,ok,CP000113,ABF92345.1
Q9V0Q0,ok,AJ248285,CAB49653.1
C5XX79,ok,CM000763,EES05392.1
E3KWE1,ok,DS178315,EFP88616.2
Q2P9F7,ok,AP008229,BAE66820.1
Q31IB6,ok,CP000109,ABB41107.1
Q6BXN1,ok,CR382134,CAG85024.1
Q8IRE4,efetch_failed,AE014296,AAN11538.2
Q13S07,ok,CP000271,ABE33132.1
Q6CCT1,ok,CR382129,CAG81834.1
Q60316,no_embl_cds_xref,,
Q9S7E4,ok,AL391149,CAC01877.1
Q08911,ok,Z75296,CAA99720.1
O13437,ok,X81129,CAA57036.1
Q5ADX5,ok,AF133529,AAF69030.1
Q07103,ok,L13964,AAA99900.1
P0CO64,ok,AE017343,AAW42167.2
Q1MTD3,ok,AL928820,CAK03687.1
Q9VJQ4,ok,AE014134,AAF53430.2
Q5UXX4,ok,AY596297,AAV47879.1
P0CW66,ok,AF009824,AAB87410.1
O27585,ok,AE000666,AAB86016.1
Q16AV0,ok,CP000362,ABG30893.1
Q565D8,ok,D38168,BAD95484.1
Q4WN42,efetch_failed,AAHF01000006,EAL88622.1
Q33DL3,ok,AB213651,BAE48085.1
P57677,ok,AL445066,CAC12288.1
Q9FKW3,ok,AB011474,BAB10427.1
Q53B74,ok,AY595415,AAT94360.1
P41089,ok,U03433,AAA50174.1
P31702,ok,L02214,AAA24832.1
P74857,ok,Y09357,CAA70537.1
P55717,ok,U00090,AAB91948.1
Q7VSX3,ok,BX640422,CAE44051.1
F1QB30,ok,BC057411,AAH57411.1
Q9CA86,ok,AC010793,AAF68113.1
Q99155,ok,U43081,AAC49423.1
Q00512,efetch_failed,X62666,CAA44533.1
Q75JQ3,ok,AAFI02000008,EAL71269.1
Q4A8Q3,ok,AE017244,AAZ53486.1
P72830,ok,BA000022,BAA16845.1
Q6KHX0,ok,AE017308,AAT27806.1
Q180P4,ok,AM180355,CAJ70298.1
Q7VRK9,ok,BX248583,CAD83277.1
A2SR62,ok,CP000559,ABN06818.1
Q01964,efetch_failed,X96945,CAA65646.1
Q60326,ok,L77117,AAB97991.1
Q9RSA0,ok,AE000513,AAF11775.1
Q8BI06,ok,AY007814,AAG41061.1
P26831,ok,M81878,AAA23259.1
A3KPQ7,ok,BX294191,CAM56649.1
Q79FW5,ok,AL123456,CCP43500.1
P15316,ok,M19348,AAA98101.1
Q54699,ok,U28144,AAA86895.1
P40454,ok,Z38059,CAA86125.1
A8AC98,efetch_failed,CP000816,ABU82550.1
O74942,ok,CU329672,CAA19257.1
Q21MS8,ok,CP000282,ABD80001.1
Q5WZN0,ok,CR628337,CAH14582.1
P0ABN1,ok,K00127,AAA24394.1
Q9PF40,ok,AE003849,AAF83648.1
Q9HY23,ok,AE004091,AAG06991.1
P44424,ok,L42023,AAC21997.1
Q55143,ok,BA000022,BAA10279.1
Q6NNF2,ok,AE013599,AAF47038.3
P27815,ok,AF069491,AAC35012.1
Q08499,ok,L20970,AAA03592.1
Q22000,ok,FO081170,CCD69643.1
P29945,efetch_failed,M62868,AAA25789.1
Q50LE9,ok,AB186138,BAD97819.1
Q52671,ok,CP001312,ADE86046.1
Q46337,ok,U23955,AAC43461.1
O60658,ok,CH471101,EAX01967.1
O87388,ok,AF055582,AAC62218.1
Q5UR20,ok,AY653733,AAV50635.1
O87386,ok,AL591688,CAC41470.1
Q7X745,ok,AL606460,CAD40979.2
Q61SU7,ok,HE600909,CAP26340.3
Q54MH3,ok,AAFI02000082,EAL64503.1
Q8XQC8,ok,AL646053,CAD18457.1
P60593,ok,AL157959,CAM08298.1
Q8G4L4,ok,AE014295,AAN25165.1
Q8FMF7,ok,BA000035,BAC19357.1
P35207,efetch_failed,U19729,AAB82356.1
Q8EAX8,ok,AE014299,AAN56744.1
F4KI56,ok,AL391716,CAC05494.1
Q72H00,ok,AE017221,AAS82037.1
D3DFG8,ok,AP011112,BAI68570.1
P17906,ok,M34995,AAA22714.1
P41774,ok,AY484747,AAT98405.1
Q04452,ok,M94110,AAA22367.1
Q05572,ok,Z21854,CAA79901.1
P94512,ok,Z75208,CAA99609.1
Q9B840,ok,AF321878,AAK00951.1
A0KEQ0,ok,CP000462,ABK36673.1
Q1LU65,ok,CP000238,ABF13834.1
Q06475,ok,X53746,CAA37778.1
A1KLH6,ok,AM408590,CAL72488.1
C3K4R1,ok,AM181176,CAY47512.1
P71513,ok,U72662,AAB58894.1
P97564,ok,AF021348,AAB71605.1
P0A3E2,ok,AE009949,AAL97685.1
Q9Z7E9,ok,AE001363,AAD18895.1
Q9X8I0,ok,AL939116,CAB42753.1
Q9SF23,ok,AC016795,AAF23191.1
O48840,ok,AC003974,AAC04486.1
Q9SE00,ok,AF200825,AAF19821.1
Q12546,ok,U18553,AAA91632.1
A6VP72,ok,CP000746,ABR74769.1
Q98CI7,ok,BA000012,BAB51634.1
P80366,ok,AJ001270,CAA04644.1
O74492,ok,CU329672,CAA20843.1
Q9KET9,ok,BA000004,BAB04479.1
Q9CRB3,ok,DQ225768,ABB46375.1
Q8G228,ok,AE014291,AAN29450.1
B3QBD2,ok,CP001096,ACE99085.1
A1S3J2,ok,CP000507,ABL98948.1
B8GYX9,ok,CP001340,ACL93795.1
Q4L7I0,ok,AP006716,BAE04395.1
Q3V7G2,ok,CR626927,CAH07656.1
Q6L2J1,ok,AE017261,AAT42811.1
Q96YV3,ok,BA000023,BAK54726.1
F4HWL4,ok,AC010155,AAF16759.1
B9LTA6,ok,CP001365,ACM58078.1
Q8SRV7,ok,AL590445,CAD26632.1
Q54KI3,ok,AAFI02000100,EAL63731.1
A0JMU5,ok,BC126010,AAI26011.1
Q54S83,ok,AAFI02000047,EAL66167.1
P38274,ok,U65920,AAB07454.1
Q20YA7,ok,CP000301,ABD89879.1
Q47SX2,ok,CP000088,AAZ54445.1
A7HR11,ok,CP000774,ABS62344.1
Q09644,efetch_failed,Z47357,CAA87427.3
A5EEC6,ok,CP000494,ABQ34520.1
Q3SPE5,ok,CP000115,ABA05846.1
P80734,ok,AF047528,AAD17486.1
Q54TU5,ok,AAFI02000041,EAL66728.1
Q9FK60,ok,AB012246,BAB09468.1
P03111,no_embl_cds_xref,,
Q01137,ok,L12159,AAC14467.1
P30666,ok,AF063864,AAC32263.1
O94395,ok,CU329672,CAA22471.1
Q94EG3,ok,AF411917,AAK95664.1
Q9U7E0,ok,FO080106,CCD61253.1
P06720,ok,X04894,CAA28581.1
P43469,ok,L32093,AAA25566.1
D7CFN7,ok,CP002047,ADI04773.1
Q55681,ok,BA000022,BAA10207.1
P27756,ok,M77351,AAA26933.1
Q8A6L0,ok,AE015928,AAO76978.1
P62577,ok,V00623,CAA23900.1
P26825,ok,M55620,AAA23215.1
P22782,ok,M35190,AAA23018.1
P00485,ok,V01277,CAA24586.1
Q98199,ok,U60315,AAC55159.1
Q29RH2,ok,BC114174,AAI14175.1
Q56XM9,ok,AC020580,AAG51325.1
Q2F8F7,ok,DQ184476,ABA00535.1
P00487,efetch_failed,K00544,AAA22289.1
Q8NEK8,ok,CH471104,EAW98586.1
Q9J5C7,ok,AJ223385,CAA11288.1
Q5UQV6,ok,AY653733,AAV50637.1
Q9Y806,ok,CU329671,CAB46757.1
P23373,ok,M36339,AAB59830.1
P49062,ok,Y16230,CAA76127.1
A1D415,ok,DS027688,EAW23158.1
P26216,ok,X65844,CAA46679.1
Q91FH7,efetch_failed,AF303741,AAK82208.1
A2QBB4,ok,DQ374426,ABD61566.1
W8P8Q3,ok,KC920919,AHL24657.2
Q20144,ok,FO080973,CCD68214.1
Q9VF81,ok,AE014297,AAF55179.1
Q7K4B6,ok,AE013599,AAF46676.2
Q8UIE8,ok,AE007869,AAK86166.2
Q8N394,ok,CH471054,EAW97384.1
Q9VQE9,ok,AE014134,AAS64621.2
Q7VRN5,ok,BX248583,CAD83251.1
Q8RXE9,ok,AC005395,AAC42246.1
Q8CJX0,ok,AL939116,CAD55313.1
Q1GCR3,ok,CP000377,ABF65553.1
Q1LSL8,ok,CP000238,ABF13789.1
B9M0D1,ok,CP001390,ACM18968.1
Q98NJ1,ok,BA000012,BAB47770.1
P58741,ok,AE007869,AAK86807.1
P16699,ok,M31797,AAA22586.1
Q7Y223,ok,AC006234,AAD20927.1
Q7VZ05,efetch_failed,BX640414,CAE41440.1
Q6Z310,ok,AP004817,BAD17132.1
A2QKT4,ok,AM270105,CAK96471.1
Q834X4,ok,AE016830,AAO81294.1
Q0C8J3,ok,CH476609,EAU29440.1
A2RHX9,ok,AM406671,CAL96871.1
Q3K2F6,ok,CP000114,ABA46271.1
Q03224,ok,Z49782,CAA89876.1
E1V8I1,ok,FN869568,CBV43637.1
Q05755,ok,AF192408,AAA22179.1
B2TNB5,ok,CP001056,ACD23440.1
P39812,ok,AL009126,CAB13728.2
Q58746,ok,DQ018115,AAY33887.1
P29952,ok,M85238,AAA34872.1
Q870Y1,ok,BX294028,CAD71127.1
O29309,ok,AE000782,AAB90287.1
P29951,ok,M85239,AAA33319.1
Q9KZV6,ok,AL939119,CAB88478.1
A9M159,ok,CP000381,ABX72528.1
A5G1J3,ok,CP000697,ABQ31725.1
Q8J093,efetch_failed,AF454544,AAN52529.1
Q87A63,ok,AE009442,AAO29797.1
P9WHV9,ok,AL123456,CCP45789.1
O57932,ok,BA000001,BAA29262.1
A0P8X0,ok,AB248273,BAF37284.1
O43014,efetch_failed,CU329671,CAA17896.1
P49067,ok,AE009950,AAL80396.1
P09961,ok,X07896,CAA30735.1
Q46829,ok,U28375,AAA83082.1
Q46130,ok,L49336,AAC05714.1
P24240,ok,U29579,AAA69226.1
P11988,ok,M16487,AAA23511.1
P42403,ok,D30762,BAA06429.1
Q76NV1,ok,AAFI02000020,EAL68705.1
P14680,ok,X16056,CAA34192.1
Q59006,efetch_failed,L77117,AAB99631.1
Q8BI55,ok,AK077117,BAC36621.1
Q9Y463,ok,AC005393,AAC28914.1
Q9V3D5,ok,AE014134,AAF53380.1
B1B557,ok,AB360590,BAG12563.1
O61309,ok,AF012531,AAC17487.1
Q26240,ok,U59389,AAB03810.1
Q54QC1,ok,AAFI02000058,EAL65463.1
P29473,ok,M99057,AAA30667.1
P74257,ok,BA000022,BAA18351.1
P43799,ok,L42023,AAC22345.1
P32191,ok,Z38059,CAA86123.1
P52956,ok,D38311,BAA07428.1
Q5B2C1,ok,AACD01000093,EAA62469.1
G4MZV6,ok,CM001233,EHA51400.1
Q27571,ok,AF215700,AAF25682.1
D4GYI2,ok,CP001956,ADE05130.1
A0A2J8C362,ok,PHNV01000284,PNH49577.1
C5B8V8,ok,CP001600,ACR70161.1
B7VGZ3,ok,FM954972,CAV19193.1
Q5AX00,ok,AACD01000122,EAA61432.1
A1S4X0,ok,CP000507,ABL99426.1
A1KSF3,ok,AM421808,CAM09783.1
O65571,ok,AF121877,AAD30445.1
A4TP65,ok,CP000668,ABP41077.1
P47718,ok,L13289,AAA25433.1
A0KJH4,ok,CP000462,ABK36838.1
Q9SU86,ok,AF121877,AAD30444.1
Q9XEX4,ok,AF121877,AAD30441.1
Q5QVW0,ok,AE017340,AAV83134.1
A5IIH5,ok,CP000675,ABQ57175.1
C4R360,ok,FN392321,CAY71194.1
P36599,ok,S64907,AAB20315.1
B2UVC1,ok,CP001072,ACD48803.1
O25683,ok,AE000511,AAD08096.1
P32782,ok,L12045,AAA34355.2
B0B8S5,ok,U72715,AAB17564.1
Q6BX78,ok,CR382134,CAG85186.2
A8NFF0,ok,DS237063,EDP39397.1
Q96WV1,ok,CU329672,CAC39323.1
Q8YLG0,ok,BA000019,BAB77037.1
P22434,efetch_failed,M17781,AAA34896.1
Q2GS86,ok,CH408034,EAQ85154.1
Q0TZT0,ok,CH445359,EAT77630.2
A1A9R2,ok,CP000468,ABJ00402.1
A4VQH9,ok,CP000304,ABP81230.1
B9JLT5,ok,CP000629,ACM28649.1
C5CN84,ok,CP001635,ACS21447.1
Q89Q06,ok,BA000040,BAC48589.1
O34481,ok,AL009126,CAB14689.1
Q89AB2,ok,AE016826,AAO27117.1
P57530,ok,BA000003,BAB13153.1
P45158,ok,L42023,AAC22967.1
Q0VGT4,ok,BC085187,AAH85187.1
Q62789,ok,U27518,AAA86833.1
Q63ZR6,ok,BC082844,AAH82844.1
Q63886,ok,S64760,AAB26033.2
P0DTE4,ok,AJ006054,CAB41974.1
Q841V6,ok,AY259087,AAO84266.1
P82594,ok,AB023626,BAA90772.1
A1CQC3,ok,DS027059,EAW07844.1
P94552,ok,Z75208,CAA99576.1
Q20086,ok,Z36752,CAA85328.2
P95200,ok,AL123456,CCP43122.1
Q9SKT7,ok,AC006234,AAD20915.1
Q59219,ok,U15179,AAA50393.1
P32340,ok,X61590,CAA43787.1
Q2FZV7,ok,CP000253,ABD30003.1
P46992,ok,Z49446,CAA89466.1
F2Z699,ok,AJ006852,CAA07265.1
Q09850,ok,CU329670,CAA91245.1
Q47N06,ok,CP000088,AAZ56163.1
B8GVX4,ok,CP001340,ACL97277.1
D4B0V1,ok,ABSU01000025,EFE30886.1
